Source_College,Source_State,Source_Quota,Source_Category,Source_PwD,Source_ClosingRank,Sug1_Name,Sug1_Score,Sug2_Name,Sug2_Score,Sug3_Name,Sug3_Score,CHOSEN
C0003,,AIQ,OBC,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,1
C0035,,Central,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",34,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",34,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",34,2
C0039,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0041,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0041,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0042,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0044,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0045,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0046,,Central,General,N,,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",33,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",33,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",33,2
C0046,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0047,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0048,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",35,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",35,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",35,2
C0049,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0050,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0051,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0051,,Management,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0052,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0054,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0056,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0057,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0058,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",35,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",35,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",35,2
C0059,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0060,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0061,,AIQ,General,N,,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",35,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",35,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",35,2
C0062,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0063,,Management,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",31,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",31,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",31,2
C0063,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0063,,Management,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",31,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",31,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",31,2
C0064,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0090,,Management,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0096,,AIQ,OBC,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,2
C0096,,AIQ,EWS,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",36,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",32,2
C0096,,AIQ,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",33,2
C0096,,AIQ,SC,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0096,,AIQ,ST,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,2
C0103,,AIQ,OBC,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,2
C0103,,AIQ,EWS,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",36,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"Gmc, Bahraich, K.D.C Road Bahraich-271801, Uttar Pradesh, 271801 | UP | All India Quota (AIQ)",33,2
C0103,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0103,,AIQ,SC,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0103,,AIQ,ST,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,2
C0122,,Central,OBC,N,,"Gmc, Bahraich, K.D.C Road Bahraich-271801, Uttar Pradesh, 271801 | UP | All India Quota (AIQ)",32,"GMC KARAULI, mandrayal road karauli, Rajasthan, 322241 | Rajasthan | All India Quota (AIQ)",31,"Gmc, Bahraich, K.D.C Road Bahraich-271801, Uttar Pradesh, 271801 | UP | All India Quota (AIQ)",30,2
C0122,,Central,EWS,N,,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",31,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",31,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",31,2
C0122,,Central,General,N,,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",33,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",33,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",33,2
C0122,,Central,SC,N,,"Gmc, Bahraich, K.D.C Road Bahraich-271801, Uttar Pradesh, 271801 | UP | All India Quota (AIQ)",32,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",31,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",31,2
C0122,,Central,ST,N,,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"Gmc, Bahraich, K.D.C Road Bahraich-271801, Uttar Pradesh, 271801 | UP | All India Quota (AIQ)",32,"Gmc, Bahraich, K.D.C Road Bahraich-271801, Uttar Pradesh, 271801 | UP | All India Quota (AIQ)",32,2
C0131,,AIQ,OBC,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",32,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",32,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",32,2
C0131,,AIQ,EWS,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"Gmc, Bahraich, K.D.C Road Bahraich-271801, Uttar Pradesh, 271801 | UP | All India Quota (AIQ)",33,"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507 | Bihar | All India Quota (AIQ)",33,2
C0131,,AIQ,General,N,,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",33,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",33,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",33,2
C0131,,AIQ,SC,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"Gmc, Bahraich, K.D.C Road Bahraich-271801, Uttar Pradesh, 271801 | UP | All India Quota (AIQ)",32,2
C0131,,AIQ,ST,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0142,,Management,General,N,,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",31,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",31,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",31,2
C0230,,Management,General,N,,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",31,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",31,"Osmania Medical College Koti , HYDERABAD, Telangana, 500095 | Telangana | All India Quota (AIQ)",31,2
C0284,,AIQ,OBC,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,2
C0284,,AIQ,EWS,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",36,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"Gmc, Bahraich, K.D.C Road Bahraich-271801, Uttar Pradesh, 271801 | UP | All India Quota (AIQ)",33,2
C0284,,AIQ,General,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0284,,AIQ,SC,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",33,2
C0284,,AIQ,ST,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,2
C0307,,AIQ,EWS,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",36,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"AIIMS, Patna, Phulwarisharif, Patna, Bihar-801507, Bihar, 801507 | Bihar | All India Quota (AIQ)",33,2
C0332,,AIQ,EWS,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"GMC KARAULI, mandrayal road karauli, Rajasthan, 322241 | Rajasthan | All India Quota (AIQ)",32,2
C0363,,AIQ,EWS,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",32,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",31,2
C0464,,AIQ,EWS,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",32,2
C0469,,AIQ,EWS,N,,"AIIMS, Madurai, AIIMS MADURAI, Tamil Nadu, 625008 | TN | All India Quota (AIQ)",34,"AIIMS-Bhopal,, SAKET NAGAR BHOPAL, Madhya Pradesh, 462020 | MP | All India Quota (AIQ)",33,"GMC Jangaon, gmc.jangaon@gmail.com, Telangana, 506167 | Telangana | All India Quota (AIQ)",32,2
