NameKey,College Name,QuotaCanon,CategoryBase,IsPwD,Year,RoundTag,ClosingRank
GOVERNMENT MEDICAL COLLEGE KUMURAM BHEEM ASIFABAD GOVERNMENT MEDICAL COLLEGE ANKUSHAPUR DISTRICT KUMURAM BHEEM ASIFABAD TELANGANA TELANGANA 504293,"Govt. Medical College, Kumuram Bheem Asifabad ,Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana, Telangana, 504293",AIQ,GENERAL,True,,R1,889755
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM KARA AGRAHARAM NEAR RADAR STATION MACHILIPATNAM KRISHNA DISTRICT ANDHRA PRADESH 521002 ANDHRA PRADESH 521002,"GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM ,KARA AGRAHARAM NEAR RADAR STATION MACHILIPATNAM, KRISHNA DISTRICT, ANDHRA PRADESH -
521002, Andhra Pradesh, 521002",AIQ,OBC,True,,R1,774189
GOVERNMENT MEDICAL COLLEGE MAHABUBABAD GOVERNMENT MEDICAL COLLEGE MAHABUBABAD 551 1 P MAHABUBABAD VILLAGE MAHABUBABAD TELANGANA 506101,"Government Medical College, Mahabubabad,Government Medical College, Mahabubabad, 551-1-P Mahabubabad Village Mahabubabad, Telangana, 506101",AIQ,OBC,True,,R1,930114
GOVERNMENT MEDICAL COLLEGE MAHABUBANGAR GOVERNMENT MEDICAL COLLEGE MAHABUBNAGAR THIRUMALA HILLS EDIRA VILLAGE MAHABUBNAGAR TELANGANA 509002,"Government Medical College, Mahabubangar,Government Medical College Mahabubnagar,Thirumala Hills,
Edira Village.Mahabubnagar, Telangana, 509002",AIQ,GENERAL,True,,R1,558819
GOVERNMENT MEDICAL COLLEGE MIRAJ PANDHARPUR ROAD MIRAJ TAL MIRAJ DIST SANGLI MAHARASHTRA 416410,"GOVERNMENT MEDICAL COLLEGE, MIRAJ,Pandharpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",AIQ,GENERAL,True,2025,R1,252110
GOVERNMENT MEDICAL COLLEGE MIRAJ PANDHARPUR ROAD MIRAJ TAL MIRAJ DIST SANGLI MAHARASHTRA 416410,"GOVERNMENT MEDICAL COLLEGE, MIRAJ,Pandharpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",AIQ,OBC,True,2025,R1,349357
GOVERNMENT MEDICAL COLLEGE NAGARKURNOOL SY NO 237 UYYALAWADA VILLAGE NANAGARKURNOOL TELANGANA 509209,"Government Medical College, Nagarkurnool,Sy no. 237, Uyyalawada village, Nanagarkurnool, Telangana, 509209",AIQ,GENERAL,True,,R1,846098
GOVERNMENT MEDICAL COLLEGE NAGARKURNOOL SY NO 237 UYYALAWADA VILLAGE NANAGARKURNOOL TELANGANA 509209,"Government Medical College, Nagarkurnool,Sy no. 237, Uyyalawada village, Nanagarkurnool, Telangana, 509209",AIQ,OBC,True,,R1,939435
GOVERNMENT MEDICAL COLLEGE NAGPUR HANUMAN NAGAR NAGPUR MAHARASHTRA 440003,"GOVT. MEDICAL COLLEGE, NAGPUR,Hanuman Nagar,Nagpur, Maharashtra, 440003",AIQ,GENERAL,True,2025,R1,136487
GOVERNMENT MEDICAL COLLEGE NAGPUR HANUMAN NAGAR NAGPUR MAHARASHTRA 440003,"GOVT. MEDICAL COLLEGE, NAGPUR,Hanuman Nagar,Nagpur, Maharashtra, 440003",AIQ,OBC,True,2025,R1,215403
GOVERNMENT MEDICAL COLLEGE NALGONDA OFFICE OF THE PRINCIPAL GOVERNMENT MEDICAL COLLGEGE GANDHAMVARI GUDEM SLBC SAGAR ROAD NALGONDA TELA TELANGANA 508004,"Govt Medical College Nalgonda,OFFICE OF THE PRINCIPAL, GOVERNMENT MEDICAL COLLGEGE,GANDHAMVARI GUDEM,SLBC,SAGAR ROAD,NALGONDA,TELA, Telangana, 508004",AIQ,GENERAL,True,,R1,617644
GOVERNMENT MEDICAL COLLEGE NAMAKKAL 353 MASTER PLAN COMPLEX SILUVAMPATTY NAMAKKAL TAMIL NADU 637003,"Government medical College, Namakkal,353 MASTER PLAN COMPLEX SILUVAMPATTY
NAMAKKAL, Tamil Nadu, 637003",AIQ,OBC,True,,R1,580976
GOVERNMENT MEDICAL COLLEGE NANDYAL PRINCIPALGMCNANDYALA GMAIL COM ANDHRA PRADESH 518501,"GOVERNMENT MEDICAL COLLEGE NANDYAL,principalgmcnandyala@gmail.com, Andhra Pradesh, 518501",AIQ,GENERAL,True,,R1,868093
GOVERNMENT MEDICAL COLLEGE NARSAMPET TELANGANA SARWAPURAM PAKHAL ROAD LAND MARK BHARATH PETROL PUMP NARSAMAPET TELANGANA 506132,"Government Medical College Narsampet, Telangana,Sarwapuram, Pakhal road, Land mark- Bharath petrol pump, Narsamapet, Telangana, 506132",AIQ,GENERAL,True,,R1,645030
GOVERNMENT MEDICAL COLLEGE NILGIRIS NO 1 INDU NAGAR MYSORE ROAD UDHAGAMANDALAM NILGIRIS DISTRICT TAMIL NADU 643005,"Government Medical College, Nilgiris,No. 1, INDU  NAGAR, MYSORE ROAD, UDHAGAMANDALAM, NILGIRIS DISTRICT, Tamil Nadu, 643005",AIQ,GENERAL,True,,R1,542436
GOVERNMENT MEDICAL COLLEGE OSMANABAD NEW BUILDING CIVIL HOSPITAL COMPOUND MARWAD GALLI OSMANABAD MAHARASHTRA 413501,"GOVERNMENT MEDICAL COLLEGE, OSMANABAD,New Building, Civil Hospital Compound, Marwad Galli, Osmanabad, Maharashtra, 413501",AIQ,EWS,True,2025,R1,18739
GOVERNMENT MEDICAL COLLEGE PARBHANI ITI CAMPUS BEHIND DSM COLLEGE JINTUR ROAD PARBHANI 431401 MAHARASHTRA 431401,"Government Medical College, Parbhani,ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401, Maharashtra, 431401",AIQ,GENERAL,True,2025,R1,424820
GOVERNMENT MEDICAL COLLEGE PATIALA SANGRUR ROAD GOVERNMENT MEDICAL COLLEGE PATIALA PUNJAB 147001,"GOVT. MEDICAL COLLEGE,PATIALA,Sangrur road Government Medical College, Patiala, Punjab, 147001",AIQ,GENERAL,True,2025,R1,368265
GOVERNMENT MEDICAL COLLEGE PURNEA GOVERNMENT MCPURNEA GMAIL COM BIHAR 854301,"GOVERNMENT MEDICAL COLLEGE PURNEA,govt.mcpurnea@gmail.com, Bihar, 854301",AIQ,GENERAL,True,,R1,680755
GOVERNMENT MEDICAL COLLEGE PURNEA GOVERNMENT MCPURNEA GMAIL COM BIHAR 854301,"GOVERNMENT MEDICAL COLLEGE PURNEA,govt.mcpurnea@gmail.com, Bihar, 854301",AIQ,SC,True,,R1,749964
GOVERNMENT MEDICAL COLLEGE RAJOURI GOVERNMENT MEDICAL COLLEGE KHEORA MEHRA RAJOURI JAMMU AND KASHMIR JAMMU AND KASHMIR 185132,"GOVERNMENT MEDICAL COLLEGE, RAJOURI,Government Medical College, Kheora, Mehra, Rajouri, Jammu and Kashmir., Jammu And Kashmir, 185132",AIQ,OBC,True,,R1,918298
GOVERNMENT MEDICAL COLLEGE RAMAGUNDAM SURVEY NUMBER 92 95 96 MALKAPUR VILLAGE RAMAGUNDAM TELANGANA 505209,"Government Medical College, Ramagundam,SURVEY NUMBER 92 95 96 MALKAPUR VILLAGE RAMAGUNDAM, Telangana, 505209",AIQ,GENERAL,True,,R1,803458
GOVERNMENT MEDICAL COLLEGE RAMANATHAPURAM NO 1 PATTINAMKATHAN COLLECTORATE BACKSIDE RAMANATHAPURAM TAMIL NADU 623503,"Government Medical College, Ramanathapuram,No 1, Pattinamkathan, Collectorate Backside,
Ramanathapuram., Tamil Nadu, 623503",AIQ,GENERAL,True,,R1,781291
GOVERNMENT MEDICAL COLLEGE RATLAM GRAM BANJALI SAILANA ROAD NH927A MADHYA PRADESH 457001 INDIA MADHYA PRADESH 457001,"Govt Medical College Ratlam,Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",AIQ,GENERAL,True,,R1,516382
GOVERNMENT MEDICAL COLLEGE SANGAREDDY OPP TOWN POLICE STATION NETAJI NAGAR SANGAREDDY DISTRICT TELANGANA 502001 TELANGANA 502001,"GOVERNMENT MEDICAL COLLEGE, SANGAREDDY,OPP. TOWN POLICE STATION, NETAJI NAGAR, SANGAREDDY DISTRICT, TELANGANA - 502001, Telangana, 502001",AIQ,OBC,True,,R1,603005
GOVERNMENT MEDICAL COLLEGE SATNA NEAR KENDRIYA VIDYALAYA NO 2 KRIPALPUR SATNA MADHYA PRADESH 485001,"Government Medical College Satna ,Near Kendriya Vidyalaya No. 2, Kripalpur Satna, Madhya Pradesh, 485001",AIQ,GENERAL,True,,R1,513297
GOVERNMENT MEDICAL COLLEGE SATNA NEAR KENDRIYA VIDYALAYA NO 2 KRIPALPUR SATNA MADHYA PRADESH 485001,"Government Medical College Satna ,Near Kendriya Vidyalaya No. 2, Kripalpur Satna, Madhya Pradesh, 485001",AIQ,OBC,True,,R1,555592
GOVERNMENT MEDICAL COLLEGE SATNA NEAR KENDRIYA VIDYALAYA NO 2 KRIPALPUR SATNA MADHYA PRADESH 485001,"Government Medical College Satna ,Near Kendriya Vidyalaya No. 2, Kripalpur Satna, Madhya Pradesh, 485001",AIQ,SC,True,,R1,1016849
GOVERNMENT MEDICAL COLLEGE SAWAI MADHOPUR GOVERNMENT MEDICAL COLLEGE SAWAI MADHOPUR VILLAGE THINGLA SAWAI MADHOPUR RAJASTHAN RAJASTHAN 322001,"Government Medical College, Sawai Madhopur,Government Medical College, Sawai Madhopur
Village Thingla, Sawai Madhopur, Rajasthan, Rajasthan, 322001",AIQ,EWS,True,,R1,1186460
GOVERNMENT MEDICAL COLLEGE SAWAI MADHOPUR GOVERNMENT MEDICAL COLLEGE SAWAI MADHOPUR VILLAGE THINGLA SAWAI MADHOPUR RAJASTHAN RAJASTHAN 322001,"Government Medical College, Sawai Madhopur,Government Medical College, Sawai Madhopur
Village Thingla, Sawai Madhopur, Rajasthan, Rajasthan, 322001",AIQ,OBC,True,,R1,779256
GOVERNMENT MEDICAL COLLEGE SHAHDOL GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP MADHYA PRADESH 484001,"Govt Medical College Shahdol,GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP, Madhya Pradesh, 484001",AIQ,EWS,True,,R1,628474
GOVERNMENT MEDICAL COLLEGE SINDHUDURG DEAN GOVERNMENT MEDICAL COLLEGE SINDHUDURG MAHARASHTRA 416812,"Government Medical College, Sindhudurg,Dean Government Medical College Sindhudurg, Maharashtra, 416812",AIQ,EWS,True,,R1,645153
GOVERNMENT MEDICAL COLLEGE SINDHUDURG DEAN GOVERNMENT MEDICAL COLLEGE SINDHUDURG MAHARASHTRA 416812,"Government Medical College, Sindhudurg,Dean Government Medical College Sindhudurg, Maharashtra, 416812",AIQ,SC,True,,R1,717607
GOVERNMENT MEDICAL COLLEGE SRIGANGANAGAR RAJASTHAN GOVERNMENT MEDICAL COLLEGE SRIGANGANAGAR RAJASTHAN RAJASTHAN 335001,"GOVERNMENT MEDICAL COLLEGE, SRIGANGANAGAR, RAJASTHAN,Government
Medical college sriganganagar rajasthan, Rajasthan, 335001",AIQ,GENERAL,True,,R1,612342
GOVERNMENT MEDICAL COLLEGE SUNDARGARH AT CHITABHANGA PO SANKARA DIST SUNDARGARH ODISHA PIN 770001 ODISHA 770001,"Government Medical College, Sundargarh,At-Chitabhanga,Po-Sankara,Dist- Sundargarh,Odisha,Pin-770001, Odisha, 770001",AIQ,OBC,True,,R1,754386
GOVERNMENT MEDICAL COLLEGE SURAT OUT SIDE MAJURA GATE NEW CIVIL HOSPITAL CAMPUS OPP INCOME TAX OFFICE SURAT 395001 GUJARAT 395001,"GOVERNMENT MEDICAL COLLEGE, SURAT,Out Side Majura Gate, New Civil Hospital Campus, Opp. Income Tax office, Surat - 395001, Gujarat, 395001",AIQ,GENERAL,True,2025,R1,384963
GOVERNMENT MEDICAL COLLEGE SURYAPET AMARAVADI NAGAR TALLAGADDA SURYAPET 508213 SURAYPET DIST TELANGANA 508213,"Government Medical College Suryapet,AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213
Suraypet Dist, Telangana, 508213",AIQ,GENERAL,True,,R1,734012
GOVERNMENT MEDICAL COLLEGE SURYAPET AMARAVADI NAGAR TALLAGADDA SURYAPET 508213 SURAYPET DIST TELANGANA 508213,"Government Medical College Suryapet,AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213
Suraypet Dist, Telangana, 508213",AIQ,OBC,True,,R1,875149
GOVERNMENT MEDICAL COLLEGE SURYAPET AMARAVADI NAGAR TALLAGADDA SURYAPET 508213 SURAYPET DIST TELANGANA 508213,"Government Medical College Suryapet,AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213
Suraypet Dist, Telangana, 508213",AIQ,SC,True,,R1,1315471
GOVERNMENT MEDICAL COLLEGE THIRUVALLUR BLOCK 1 MASTER PLAN COMPLEX THIRUVALLUR COLLECTORATE PERUMBAKKAM VILLAGE THIRUVALLUR TAMIL NADU TAMIL NADU 602001,"Government Medical College, Thiruvallur,BLOCK 1 MASTER PLAN COMPLEX, THIRUVALLUR COLLECTORATE, PERUMBAKKAM VILLAGE, THIRUVALLUR, TAMIL
NADU , Tamil Nadu, 602001",AIQ,OBC,True,,R1,711428
GOVERNMENT MEDICAL COLLEGE THIRUVANANTHAPURAM OFFICE OF THE PRINCIPAL GOVERNMENT MEDICAL COLLEGE THIRUVANANTHAPURAM MEDICAL COLLEGE PO KERALA KERALA 695011,"GOVT.MEDICAL COLLEGE,THIRUVANANTHAPURAM,OFFICE OF THE PRINCIPAL,GOVT.MEDICAL COLLEGE THIRUVANANTHAPURAM,MEDICAL COLLEGE PO,KERALA, Kerala, 695011",AIQ,GENERAL,True,2025,R1,158157
GOVERNMENT MEDICAL COLLEGE THRISSUR GOVERNMENT MEDICAL COLLEGE THRISSUR MEDICAL COLLEGE P O PIN 680596 THRISSUR DISTRICT KERALA 680596,"GOVT.MEDICAL COLLEGE, THRISSUR,Govt.Medical College,Thrissur,Medical College P.O, Pin -680596, Thrissur District., Kerala, 680596",AIQ,GENERAL,True,2025,R1,165096
GOVERNMENT MEDICAL COLLEGE THRISSUR GOVERNMENT MEDICAL COLLEGE THRISSUR MEDICAL COLLEGE P O PIN 680596 THRISSUR DISTRICT KERALA 680596,"GOVT.MEDICAL COLLEGE, THRISSUR,Govt.Medical College,Thrissur,Medical College P.O, Pin -680596, Thrissur District., Kerala, 680596",AIQ,OBC,True,2025,R1,332382
GOVERNMENT MEDICAL COLLEGE TIRUNELVELI THE DEAN TIRUNELVELI MEDICAL COLLEGE HIGHGROUND TIRUNELVELI 11 TAMIL NADU 627011,"GOVT. MEDICAL COLLEGE,TIRUNELVELI,THE DEAN, TIRUNELVELI MEDICAL COLLEGE,
HIGHGROUND, TIRUNELVELI-11, Tamil Nadu, 627011",AIQ,GENERAL,True,,R1,682069
GOVERNMENT MEDICAL COLLEGE UDHAMPUR DHAR ROAD NEAR SALLAIN TALLAB OPP HEAD POST OFFICE UDHAMPUR JAMMU AND KASHMIR 182101,"Govt. Medical College, Udhampur,Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",AIQ,GENERAL,True,2025,R1,444121
GOVERNMENT MEDICAL COLLEGE UDHAMPUR DHAR ROAD NEAR SALLAIN TALLAB OPP HEAD POST OFFICE UDHAMPUR JAMMU AND KASHMIR 182101,"Govt. Medical College, Udhampur,Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",AIQ,OBC,True,,R1,801338
GOVERNMENT MEDICAL COLLEGE VIRUDHUNAGAR 1 COLLECTORATE MASTER PLAN COMPLEX KOORAIKUNDU VILLAGE VIRUDHUNAGAR TAMIL NADU 626002,"Government Medical College, Virudhunagar,1 COLLECTORATE MASTER PLAN COMPLEX
KOORAIKUNDU VILLAGE VIRUDHUNAGAR, Tamil Nadu, 626002",AIQ,GENERAL,True,,R1,785870
GOVERNMENT MEDICAL COLLEGE WANAPARTHY MARRIKUNTA PEBBAIR ROAD WANAPARTHY DISTRICT TELANGANA STATE TELANGANA 509103,"GOVT MEDICAL COLLEGE, WANAPARTHY ,Marrikunta, Pebbair Road, Wanaparthy District, Telangana state., Telangana, 509103",AIQ,GENERAL,True,,R1,720808
GOVERNMENT MEDICAL COLLEGE WANAPARTHY MARRIKUNTA PEBBAIR ROAD WANAPARTHY DISTRICT TELANGANA STATE TELANGANA 509103,"GOVT MEDICAL COLLEGE, WANAPARTHY ,Marrikunta, Pebbair Road, Wanaparthy District, Telangana state., Telangana, 509103",AIQ,OBC,True,,R1,926068
GOVERNMENT MEDICAL COLLEGE WASHIM GOVERNMENT MEDICAL COLLEGE WASHIM DISTRICT WOMENS HOSPITAL BUILDING NALANDA NAGAR CHIKHALI ROAD MAHARASHTRA 444505,"Government Medical College, Washim,Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road, Maharashtra, 444505",AIQ,OBC,True,,R1,505311
GOVERNMENT MOHAN KUMARAMANGALAM M C SALEM MAJEERA KOLLAPPATTI SALEM STEEL PLANT ROAD SALEM 636030 TAMILNADU TAMIL NADU 636030,"GOVT. MOHAN KUMARAMANGALAM M.C.,SALEM,MAJEERA KOLLAPPATTI, Salem
steel Plant Road Salem 636030 TamilNadu, Tamil Nadu, 636030",AIQ,OBC,True,,R1,755145
GOVERNMENT OF MEDICAL COLLEGE AND HOSPITAL BALASORE REMUNA BALASORE 756019 ODISHA 756019,"Government of Medical College and Hospital, Balasore,Remuna, Balasore, 756019, Odisha, 756019",AIQ,GENERAL,True,,R1,699953
GOVERNMENT SIVGANGAI M C SIVAGANGAI MANAMADURAI MAIN ROAD KEELA VANIYANKUDI SIVAGANGAI TAMIL NADU 630561,"Govt. Sivgangai M. C. Sivagangai,MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",AIQ,GENERAL,True,,R1,848426
GRANT MEDICAL COLL SIR J J HOSP MUMBAI SIR JJ GROUP OF HOSPITALCOMPOUND SIR JJ ROAD BYCULLA MUMBAI MAHARASHTRA 400008,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI,Sir JJ Group of HospitalCompound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008",AIQ,GENERAL,True,2025,R1,181340
GRANT MEDICAL COLL SIR J J HOSP MUMBAI SIR JJ GROUP OF HOSPITALCOMPOUND SIR JJ ROAD BYCULLA MUMBAI MAHARASHTRA 400008,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI,Sir JJ Group of HospitalCompound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008",AIQ,OBC,True,2025,R1,213016
GRANT MEDICAL COLL SIR J J HOSP MUMBAI SIR JJ GROUP OF HOSPITALCOMPOUND SIR JJ ROAD BYCULLA MUMBAI MAHARASHTRA 400008,"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI,Sir JJ Group of HospitalCompound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008",AIQ,SC,True,,R1,557723
GRAPHIC ERA INSTITUTE OF MEDICAL SCIENCE GRAPHIC ERA INSTITUTE OF MEDICAL SCIENCES 16TH MILESTONE CHAKRATA ROAD DEHRADUN UTTARAKHAND UTTARAKHAND 248007,"Graphic Era Institute Of Medical Science,Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road
Dehradun Uttarakhand, Uttarakhand, 248007",NON-RESIDENT INDIAN,GENERAL,False,,R1,725378
GTMC THIRUVARUR MASTER PLAN COMPLEX VILAMAL VILLAGE THIRUVARUR TAMIL NADU 610004,"GTMC, THIRUVARUR,MASTER PLAN COMPLEX, VILAMAL VILLAGE,
THIRUVARUR, Tamil Nadu, 610004",AIQ,OBC,True,,R1,945362
GULBARGA INSTITUTE OF MEDICAL SCIENCES GULBARGA GULBARGA INSTITUTE OF MEDICAL SCIENCES VEERESH NAGAR SEDAM ROAD KALABURAGI KARNATAKA 585105,"Gulbarga Institute of Medical Sciences, Gulbarga,Gulbarga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",AIQ,EWS,True,,R1,1070971
GULBARGA INSTITUTE OF MEDICAL SCIENCES GULBARGA GULBARGA INSTITUTE OF MEDICAL SCIENCES VEERESH NAGAR SEDAM ROAD KALABURAGI KARNATAKA 585105,"Gulbarga Institute of Medical Sciences, Gulbarga,Gulbarga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",AIQ,OBC,True,2025,R1,228047
GUNTUR MEDICAL COLLEGE GUNTUR KANNAVARITHOA OPP NGOS ASSOCIATION BUILDING ANDHRA PRADESH 522004,"GUNTUR MEDICAL COLLEGE, GUNTUR,Kannavarithoa Opp. NGOs Association Building, Andhra Pradesh, 522004",AIQ,GENERAL,True,2025,R1,433748
GUNTUR MEDICAL COLLEGE GUNTUR KANNAVARITHOA OPP NGOS ASSOCIATION BUILDING ANDHRA PRADESH 522004,"GUNTUR MEDICAL COLLEGE, GUNTUR,Kannavarithoa Opp. NGOs Association Building, Andhra Pradesh, 522004",AIQ,OBC,True,,R1,673409
GURU GOVIND SINGH MED COLL FARIDKOT SADIQ ROAD FARIDKOT PUNJAB 151203,"GURU GOVIND SINGH MED COLL,FARIDKOT,Sadiq Road, Faridkot., Punjab, 151203",AIQ,GENERAL,True,,R1,526701
GUWAHATI MEDICAL COLLEGE GUWAHATI NARAKASUR HILL TOP BHANGAGARH GUWAHATI ASSAM 781032,"GUWAHATI MEDICAL COLLEGE, GUWAHATI,Narakasur Hill top , Bhangagarh, Guwahati, Assam, 781032",AIQ,GENERAL,True,2025,R1,103787
GVMC VILLUPURAM THE DEAN GOVERNMENT VILLUPURAM MEDICAL COLLEGE TRICHY TRUNK ROAD MUNDIYAMPAKKAM VILLUPURAM TAMIL NADU 605601,"GVMC, VILLUPURAM,THE DEAN, GOVERNMENT VILLUPURAM MEDICAL COLLEGE, TRICHY TRUNK ROAD, MUNDIYAMPAKKAM, VILLUPURAM, Tamil Nadu, 605601",AIQ,GENERAL,True,,R1,803451
HASSAN INST MEDICAL SCIENCES HASSAN K R PURAM BEHIND DC OFFICE HASSAN KARNATAKA 573201,"HASSAN INST. MEDICAL SCIENCES, HASSAN,K R PURAM, BEHIND DC OFFICE,HASSAN, Karnataka, 573201",AIQ,GENERAL,True,2025,R1,462877
HINDUHRIDAYASAMRAT BALASAHEB THACKERAY MEDICAL COLLEGE AND DR R N COOPER MUNICIPAL GENERAL HOSPITAL MAHARASHTRA JUHU VILEPARLE WEST MUMBAI MAHARASHTRA 400056,"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra,JUHU, VILEPARLE WEST MUMBAI, Maharashtra, 400056",AIQ,EWS,True,2025,R1,394628
HINDUHRIDAYASAMRAT BALASAHEB THACKERAY MEDICAL COLLEGE AND DR R N COOPER MUNICIPAL GENERAL HOSPITAL MAHARASHTRA JUHU VILEPARLE WEST MUMBAI MAHARASHTRA 400056,"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra,JUHU, VILEPARLE WEST MUMBAI, Maharashtra, 400056",AIQ,GENERAL,True,2025,R1,374630
INDIRA GANDHI MEDICAL COLL SHIMLA IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA HIMACHAL PRADESH 171001,"INDIRA GANDHI MEDICAL COLL., SHIMLA,IGMC SHIMLA NEAR LAKKARBAZAR
SHIMLA, Himachal Pradesh, 171001",AIQ,OBC,True,,R1,475538
INDIRA GANDHI MEDICAL COLLEGE RI PUDUCHERRY VAZHUDAVOUR ROAD KADIRKAMAM PUDUCHERRY 605009,"Indira Gandhi Medical College & RI, Puducherry,Vazhudavour Road, Kadirkamam, Puducherry, 605009",AIQ,GENERAL,True,,R1,542402
INDIRA GANDHI MEDICAL COLLEGE RI PUDUCHERRY VAZHUDAVOUR ROAD KADIRKAMAM PUDUCHERRY 605009,"Indira Gandhi Medical College & RI, Puducherry,Vazhudavour Road, Kadirkamam, Puducherry, 605009",AIQ,OBC,True,,R1,690647
INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",OPEN SEAT QUOTA,EWS,False,2025,R1,2194
INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",OPEN SEAT QUOTA,EWS,True,2025,R1,268869
INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",OPEN SEAT QUOTA,GENERAL,False,2025,R1,1165
INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",OPEN SEAT QUOTA,GENERAL,True,2025,R1,57861
INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",OPEN SEAT QUOTA,OBC,False,2025,R1,1808
INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",OPEN SEAT QUOTA,OBC,True,2025,R1,232552
INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",OPEN SEAT QUOTA,SC,False,2025,R1,14965
INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",OPEN SEAT QUOTA,SC,True,,R1,674805
INST OF MED SCIENCES BHU VARANASI INSTITUTE OF MEDICAL SCIENCES BANARAS HINDU UNIVERSITY UTTAR PRADESH 211005,"INST.OF MED.SCIENCES, BHU,VARANASI,Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",OPEN SEAT QUOTA,ST,False,2025,R1,26196
INST OF PG MED EDU RESEARCH KOLKATA 244 AJC BOSE ROAD KOLKATA WEST BENGAL 700020,"INST OF PG MED EDU & RESEARCH,KOLKATA,244 AJC Bose Road, Kolkata, West
Bengal, 700020",AIQ,GENERAL,True,2025,R1,254596
INST OF PG MED EDU RESEARCH KOLKATA 244 AJC BOSE ROAD KOLKATA WEST BENGAL 700020,"INST OF PG MED EDU & RESEARCH,KOLKATA,244 AJC Bose Road, Kolkata, West
Bengal, 700020",AIQ,OBC,True,2025,R1,269372
