College Name,State,EWS,General,OBC,SC,ST
"GOVT. KILPAUK MEDICAL COLLEGE,CHENNAI, No. 822, EVR Periyar salai , Kilpauk,Chennai, Tamil Nadu, 600010",TN,14863.0,1758.0,442807.0,18270.0,68755.0
"GOVT. MEDICAL COLLEGE, KOTTAYAM, GANDHINAGAR P O KOTTAYAM KERALA 686008, Kerala, 686008",Kerala,13677.0,2172.0,319120.0,47034.0,96851.0
"GOVT. MEDICAL COLLEGE, KOZHIKODE, Principal, Govt. Medical College, Medical College (P.O)- Kozhikode, Kerala, 673008",Kerala,8702.0,143340.0,1556.0,876255.0,75097.0
"GOVT. MEDICAL COLLEGE, NAGPUR, Hanuman Nagar,Nagpur, Maharashtra, 440003",Maharashtra,7746.0,136487.0,215403.0,28148.0,74877.0
"GOVT. MEDICAL COLLEGE,AURANGABAD, Government Medical College, Aurangabad, Jubli Park, Panchakki Road, Aurangabad (M.S.)., Maharashtra, 431001",Maharashtra,9694.0,7773.0,9911.0,55261.0,89293.0
"GOVT. MEDICAL COLLEGE,PATIALA, Sangrur road Government Medical College, Patiala, Punjab, 147001",Punjab,9124.0,368265.0,394311.0,52382.0,84935.0
"GOVT. MEDICAL COLLEGE,TIRUNELVELI, THE DEAN, TIRUNELVELI MEDICAL COLLEGE, HIGHGROUND, TIRUNELVELI-11, Tamil Nadu, 627011",TN,20871.0,682069.0,6468.0,31919.0,119888.0
"GOVT. MOHAN KUMARAMANGALAM M.C.,SALEM, MAJEERA KOLLAPPATTI, Salem steel Plant Road Salem 636030 TamilNadu, Tamil Nadu, 636030",TN,21479.0,5228.0,755145.0,29781.0,108842.0
"GOVT. VELLORE MEDICAL COLLEGE, VELLORE, Government Vellore Medical College and Hospital, Adukkamparai, Vellore., Tamil Nadu, 632011",TN,11898.0,4451.0,5264.0,32595.0,92580.0
"GOVT.MEDICAL COLLEGE, KOTA, Rangbari Road Kota, Rajasthan, 324005",Rajasthan,6519.0,385937.0,414739.0,735651.0,1057596.0
"GOVT.MEDICAL COLLEGE, THRISSUR, Govt.Medical College,Thrissur,Medical College P.O, Pin -680596, Thrissur District., Kerala, 680596",Kerala,11657.0,165096.0,332382.0,48613.0,101571.0
"GOVT.MEDICAL COLLEGE,THIRUVANANTHAPURAM, OFFICE OF THE PRINCIPAL,GOVT.MEDICAL COLLEGE THIRUVANANTHAPURAM,MEDICAL COLLEGE PO,KERALA, Kerala, 695011",Kerala,8450.0,158157.0,2301.0,39027.0,90752.0
"GRANT MEDICAL COLL & SIR J.J.HOSP,MUMBAI, Sir JJ Group of HospitalCompound, Sir JJ Road, Byculla Mumbai, Maharashtra, 400008",Maharashtra,5194.0,181340.0,213016.0,557723.0,60871.0
"GTMC, THIRUVARUR, MASTER PLAN COMPLEX, VILAMAL VILLAGE, THIRUVARUR, Tamil Nadu, 610004",TN,24639.0,10400.0,945362.0,62093.0,141327.0
"GUNTUR MEDICAL COLLEGE, GUNTUR, Kannavarithoa Opp. NGOs Association Building, Andhra Pradesh, 522004",Andhra Pradesh,9219.0,433748.0,673409.0,43238.0,71488.0
"GURU GOVIND SINGH MED COLL,FARIDKOT, Sadiq Road, Faridkot., Punjab, 151203",Punjab,11442.0,526701.0,9590.0,57502.0,96892.0
"GUWAHATI MEDICAL COLLEGE, GUWAHATI, Narakasur Hill top , Bhangagarh, Guwahati, Assam, 781032",Assam,10395.0,103787.0,10025.0,42675.0,61091.0
"GVMC, VILLUPURAM, THE DEAN, GOVERNMENT VILLUPURAM MEDICAL COLLEGE, TRICHY TRUNK ROAD, MUNDIYAMPAKKAM, VILLUPURAM, Tamil Nadu, 605601",TN,24331.0,803451.0,8924.0,36171.0,104456.0
"Gadag Institute of Medical Sciences, GADAG INSTITUTE OF MEDICAL SCIENCES GADAG Mallasamudra,Gadag-582103, Karnataka, 582103",Karnataka,20274.0,634448.0,15554.0,99128.0,94357.0
"Gandhi Medical College Musheerabad Secunderabad, MUSHEERABAD, SECUNDERABAD, Telangana, 500003",Telangana,4977.0,2173.0,3554.0,33424.0,49216.0
"Gmc, Bahraich, K.D.C Road Bahraich-271801, Uttar Pradesh, 271801",UP,14253.0,13161.0,13596.0,87369.0,106452.0
"Goverment Medical College And Hospital Jalgaon, GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",Maharashtra,17282.0,14860.0,15816.0,91995.0,114432.0
"Goverment Medical College, Bettiah, Government Medical College Bettiah West Champaran Bihar- 845438, Bihar, 845438",Bihar,15505.0,13214.0,14092.0,91813.0,110052.0
"Goverment Medical College, Datia, NEAR 29TH BATTALION, N.H.75, DATIA, Madhya Pradesh, 475661",MP,14277.0,12938.0,13552.0,87423.0,82283.0
"Goverment Medical College, Gadchiroli, Government Medical College, Mul road complex, Gadchiroli, Maharashtra, 442605",Maharashtra,19150.0,18342.0,19118.0,99295.0,126069.0
"Government Doon Medcial College, Dehradun, Government Doon Medical College, Dehrakhas Patel Nagar, Dehradun 248001, Uttarakhand, 248001",Uttarakhand,973538.0,5090.0,665001.0,53341.0,81002.0
"Government Medcial College, Gondia, NEAR NEHRU CHOWK, K.T.S. HOSPITAL CAMPUS, GONDIA., Maharashtra, 441601",Maharashtra,18457.0,15517.0,642727.0,95302.0,118775.0
"Government Medical College & Hospital, Alibag-Raigad, Government Medical College of Alibag, Alibag beach limaye wadi Alibagh Maharashtra- 402201, Maharashtra, 402201",Maharashtra,18274.0,456250.0,17028.0,686509.0,
"Government Medical College & Hospital, Jalpaiguri, Hospital Road, Jalpaiguri, West Bengal- 735101, West Bengal, 735101",WB,21857.0,16071.0,18810.0,98047.0,133067.0
"Government Medical College ,Yadadri, PAGADIPALLY BHONGIR YADADRI BHUVANAGIRI, Telangana, 508116",Telangana,24618.0,18193.0,20855.0,105026.0,129006.0
"Government Medical College Chittorgarh , Government Medical College Chittorgarh Bojunda - Udaipur Road Chittorgarh, Rajasthan, 312025",Rajasthan,12570.0,9008.0,677931.0,59538.0,82664.0
"Government Medical College Mahasamund Chhattisgarh, In front of Sai temple raipur road village kharora Mahasamund, Chhattisgarh, 493445",Chattisgarh,19764.0,16897.0,18369.0,92487.0,124812.0
"Government Medical College Narsampet, Telangana, Sarwapuram, Pakhal road, Land mark- Bharath petrol pump, Narsamapet, Telangana, 506132",Telangana,22880.0,645030.0,20374.0,104706.0,139117.0
"Government Medical College Nirmal, BESIDE DIVYA GARDEN , DIVYA NAGAR NIRMAL, Telangana, 504106",Telangana,24815.0,20114.0,20895.0,95860.0,108496.0
"Government Medical College Satna , Near Kendriya Vidyalaya No. 2, Kripalpur Satna, Madhya Pradesh, 485001",MP,16684.0,513297.0,555592.0,1016849.0,108149.0
"Government Medical College Siddipet, Survey No 54, Ensanpalli Village, Siddipet Mandal, Siddipet, Telangana, 502114",Telangana,20415.0,17333.0,18607.0,92458.0,110028.0
"Government Medical College Suryapet, AMARAVADI NAGAR, TALLAGADDA, SURYAPET-508213 Suraypet Dist, Telangana, 508213",Telangana,22645.0,734012.0,875149.0,1315471.0,111793.0
"Government Medical College and District General Hospital,Ratnagiri, Hodekar Road, Udyamnagar, Patwardhanwadi, Ratnagiri, Maharashtra-415612, Maharashtra, 415612",Maharashtra,17948.0,15483.0,16229.0,96916.0,120996.0
"Government Medical College and ESIC Hospital, Coimbatore, KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015",TN,39923.0,686036.0,25764.0,95190.0,199369.0
"Government Medical College and Hospital, Jajpur, Odisha (Renamed as Jajati Keshari Medical College and Hospital, Jajpur), Dean and Principal, Government Medical College and Hospital, Jajpur, Renamed as Maharaja Jajati Kesh, Odisha, 755001",Odisha,19125.0,590717.0,17225.0,74418.0,
"Government Medical College and Hospital, Keonjhar, AT-KABITRA, NEAR DD COLLEGE, KEONJHARGARH, PS- TOWN POLICE STATION, DIST-KEONJHAR, ODISHA, Odisha, 758001",Odisha,21167.0,16017.0,19116.0,85848.0,140433.0
"Government Medical College, Amravati , Government Medical College District Women Hospital Campus Daffrin Shrikrishna Peth Amravati, Maharashtra, 444601",Maharashtra,18640.0,16788.0,18124.0,87522.0,113394.0
"Government Medical College, Ananthapuram, GOVERNMENT MEDICAL COLLEGE ANANTHAPURAMU, Andhra Pradesh, 515001",Andhra Pradesh,21311.0,14025.0,16934.0,80867.0,108314.0
"Government Medical College, Anantnag, verinag Road Dialgam Anantnag 192210, Jammu And Kashmir, 192210",J&K,18738.0,582737.0,947809.0,86092.0,87023.0
"Government Medical College, Ariyalur , 1 COLLEGE ROAD GOVERNMENT MEDICAL COLLEGE ARIYALUR TAMIL NADU PIN 621713, Tamil Nadu, 621713",TN,24929.0,11373.0,12199.0,67307.0,142071.0
"Government Medical College, BULDHANA, , DISTRICT WOMEN HOSPITAL, T.B. HOSPITAL CAMPUS, DHAD ROAD, BULDHANA., Maharashtra, 443001",Maharashtra,20968.0,18312.0,19222.0,99496.0,130471.0
"Government Medical College, Banswara, Rajasthan, MADARESHWAR, RATLAM ROAD BANSWARA, Rajasthan, 327001",Rajasthan,14205.0,11845.0,12790.0,877538.0,1104436.0
"Government Medical College, Baramulla , Kanth Bagh Baramulla, Jammu and Kashmir, Jammu And Kashmir, 193101",J&K,21083.0,14647.0,17373.0,84046.0,92877.0
"Government Medical College, Bhadradri, Kothagudem, Besides Sammakka Saarakka temple, Opp KSM Petrol bunk, end of 6th Battalion Rd, Palvancha, Telangana, Telangana, 507118",Telangana,24456.0,20375.0,20893.0,106101.0,134753.0
"Government Medical College, Bhandara, District Hospital Campus, Sant Kabir Ward, Bhandara, Maharashtra, 441904",Maharashtra,20763.0,458952.0,18944.0,100731.0,126924.0
"Government Medical College, Bhilwara, Sindari Ke Balaji Road Sanganer Bhilwara, Rajasthan, 311001",Rajasthan,9186.0,6820.0,7943.0,52161.0,71638.0
"Government Medical College, Churachandpur, Hiangtam Lamka, I.B. Road, Churachandpur District, Manipur, 795128",Manipur,25389.0,682344.0,21148.0,101484.0,136883.0
"Government Medical College, Dholpur, 411, OLD BARI ROAD, DHOLPUR, Rajasthan, 328001",Rajasthan,12787.0,11216.0,478569.0,74238.0,85978.0
"Government Medical College, Dindigul, 1 Nallampatti Road Adiyanoothu village Dindigul, Tamil Nadu, 624003",TN,25414.0,393357.0,604972.0,56237.0,143103.0
"Government Medical College, Doda, Government Medical College & Hospital Ghat Doda, Jammu And Kashmir, 182202",J&K,19321.0,17315.0,19533.0,101256.0,56076.0
"Government Medical College, ESIC, Kollam, Parippally Kollam 691574, Kerala, 691574",Kerala,40263.0,1197948.0,28151.0,139914.0,475089.0
"Government Medical College, Eluru, SURVEY NO 60, BEHIND OLD BUS STAND, ELURU, Andhra Pradesh, 534005",Andhra Pradesh,23264.0,895149.0,927401.0,80839.0,137133.0
"Government Medical College, Hanumangarh, Ganganagar-sangria Bypass Road Hanumangarh Junction, Rajasthan, 335512",Rajasthan,12972.0,10750.0,11806.0,70064.0,89380.0
"Government Medical College, Hingoli, Government Medical College, Washim Road, Balsond, Hingoli, Maharashtra, 431513",Maharashtra,21219.0,18639.0,677552.0,891703.0,135062.0
"Government Medical College, Jagtial, Government Medical College, Jagtial, Jagtial Village, Jagtial Tehsil, Jagtial Dist, Telangana, 505327",Telangana,23585.0,878749.0,20790.0,106981.0,132096.0
"Government Medical College, Jalna, Government Medical College, Global Gurukul School, in front of Sushiladevi Lawns, Ambad-Mantha Bypas, Maharashtra, 431213",Maharashtra,21037.0,439152.0,19458.0,99373.0,134712.0
"Government Medical College, Jhunjhunu, Rajasthan, jjnmedicalcollege@gmail.com, Rajasthan, 333001",Rajasthan,13484.0,588641.0,10852.0,69214.0,71650.0
"Government Medical College, Kallakurichi , S.NO 251, AGARAKOTTALAM ROAD, SIRUVANGUR, KALLAKURICHI, Tamil Nadu, 606213",TN,25511.0,12032.0,12487.0,66279.0,138714.0
"Government Medical College, Kanker, Chhattisgarh, Late Smt. Indira Gandhi Memorial Government Medical College, Kanker, Chhattisgarh, Chhattisgarh, 494334",Chattisgarh,19977.0,695650.0,807586.0,97250.0,119386.0
"Government Medical College, Kathua, Chak Sajjan Kathua, Jammu And Kashmir, 184101",J&K,14377.0,11929.0,13523.0,1113312.0,918324.0
"Government Medical College, Khammam, Wyra Road, Khammam, Telangana, 507002",Telangana,21844.0,19528.0,19993.0,102052.0,122853.0
"Government Medical College, Konni , GOVERNMENT MEDICAL COLLEGE KONNI KUMMANNOOR PO KONNI PATHANAMTHITTA 689691, Kerala, 689691",Kerala,22633.0,355160.0,414453.0,74223.0,124805.0
"Government Medical College, Korba(C.G.), Govt. Medical College, Village Jhagrha, Balco-urga Road, City Korba C.G., Chhattisgarh, 495683",Chattisgarh,804918.0,18665.0,19269.0,1078705.0,114749.0
"Government Medical College, Krishnagiri, Block-1, Polupalli, Krishnagiri, Tamil Nadu, 635115",TN,25589.0,675803.0,12018.0,64780.0,142895.0
"Government Medical College, Mahabubabad, Government Medical College, Mahabubabad, 551-1-P Mahabubabad Village Mahabubabad, Telangana, 506101",Telangana,23138.0,19605.0,930114.0,103876.0,121232.0
"Government Medical College, Mahabubangar, Government Medical College Mahabubnagar,Thirumala Hills, Edira Village.Mahabubnagar, Telangana, 509002",Telangana,21758.0,558819.0,18092.0,85262.0,105985.0
"Government Medical College, Maheshwaram, Telangana, BIET COLLEGE CAMPUS, MANGALPALLY VILLAGE, IBRAHIMPATNAM, RANGAREDDY DISTRICT, Telangana, 501510",Telangana,24918.0,18701.0,21032.0,106467.0,
"Government Medical College, Mancherial, Government Medical College 708 Garmilla Village , Mancherial Tehsil Mancherial., Telangana, 504208",Telangana,24258.0,20063.0,20955.0,107118.0,135567.0
"Government Medical College, Mumbai, Maharashtra, Gokuldas Tejpal Hospital Premises L T Marg Near L T Marg Police Station Near Crawford Market Mumbai, Maharashtra, 400001",Maharashtra,6626.0,4509.0,6437.0,45429.0,
"Government Medical College, Nagapattinam, NO.1,MANALMEDU, ORATHUR VILLAGE, NAGAPATTINAM TK, NAGAPATTINAM DISTRICT, Tamil Nadu, 611108",TN,25599.0,12262.0,12711.0,70965.0,144224.0
"Government Medical College, Nagarkurnool, Sy no. 237, Uyyalawada village, Nanagarkurnool, Telangana, 509209",Telangana,23307.0,846098.0,939435.0,102374.0,123852.0
"Government Medical College, Narayanpet, Telangana, Government Medical College Narayanpet Jajapur Narayanpet District Telangana Pincode 509210, Telangana, 509210",Telangana,24991.0,17038.0,20307.0,90601.0,142347.0
"Government Medical College, Nashik, Hindu Hruday Samrat Vandaniya Balasaheb Thakare Hospital and Bytco Hospital Near Durga mata mandir M, Maharashtra, 422214",Maharashtra,,8011.0,10842.0,78673.0,72412.0
"Government Medical College, Nilgiris, No. 1, INDU NAGAR, MYSORE ROAD, UDHAGAMANDALAM, NILGIRIS DISTRICT, Tamil Nadu, 643005",TN,22451.0,542436.0,12179.0,70369.0,139363.0
"Government Medical College, Nizamabad, R.P.Road, Near Bustand, Khaleelwadi Nizamabad, Telangana, 503001",Telangana,17052.0,15751.0,16908.0,80016.0,59713.0
"Government Medical College, Omandurar, GOVERNMENT MEDICAL COLLEGE, OMANDURAR GOVERNMENT ESTATE, WALAJA ROAD, CHENNAI - 600 002., Tamil Nadu, 600002",TN,17554.0,3171.0,3612.0,23357.0,81149.0
"Government Medical College, Pali, NH-62,SumerpurRoad,Ramasia.Hemawas,Pali, Rajasthan, 306401",Rajasthan,9460.0,7175.0,7989.0,57119.0,77081.0
"Government Medical College, Parbhani, ITI CAMPUS, BEHIND DSM COLLEGE, JINTUR ROAD, PARBHANI - 431401, Maharashtra, 431401",Maharashtra,20687.0,424820.0,18101.0,97428.0,119224.0
"Government Medical College, Quthbullapur, Government Medical College Quthbullapur, Plot A2-2B ECIL cross roads Kushaiguda Hyderabad Medch, Telangana, 500062",Telangana,24686.0,13641.0,20473.0,86163.0,
"Government Medical College, Rajnandgaon, Bharat Ratna Late Shri Atal Bihari Vajpayee Memorial Medical College, Pendri, Rajnandgaon. Chhattisg, Chhattisgarh, 491441",Chattisgarh,17097.0,15903.0,16978.0,88113.0,119835.0
"Government Medical College, Ramagundam, SURVEY NUMBER 92 95 96 MALKAPUR VILLAGE RAMAGUNDAM, Telangana, 505209",Telangana,24249.0,803458.0,20489.0,107615.0,137439.0
"Government Medical College, Ramanathapuram, No 1, Pattinamkathan, Collectorate Backside, Ramanathapuram., Tamil Nadu, 623503",TN,24911.0,781291.0,12576.0,70909.0,137499.0
"Government Medical College, Sawai Madhopur, Government Medical College, Sawai Madhopur Village Thingla, Sawai Madhopur, Rajasthan, Rajasthan, 322001",Rajasthan,1186460.0,11726.0,779256.0,76342.0,78631.0
"Government Medical College, Seoni, Madhya Pradesh, Government Medical College, Kandipaar Village, Seoni, Madhya Pradesh, 480661",MP,17567.0,14303.0,15843.0,90279.0,100004.0
"Government Medical College, Sindhudurg, Dean Government Medical College Sindhudurg, Maharashtra, 416812",Maharashtra,645153.0,16925.0,17509.0,717607.0,
"Government Medical College, Sundargarh, At-Chitabhanga,Po-Sankara,Dist-Sundargarh,Odisha,Pin-770001, Odisha, 770001",Odisha,19026.0,17324.0,754386.0,86518.0,127741.0
"Government Medical College, Thiruvallur, BLOCK 1 MASTER PLAN COMPLEX, THIRUVALLUR COLLECTORATE, PERUMBAKKAM VILLAGE, THIRUVALLUR, TAMIL NADU , Tamil Nadu, 602001",TN,24538.0,7347.0,711428.0,29229.0,
"Government Medical College, Tiruppur, 18 DHARAPURAM ROAD TIRUPPUR TAMILNADU 641608, Tamil Nadu, 641608",TN,25118.0,8914.0,9659.0,52222.0,128206.0
"Government Medical College, Virudhunagar, 1 COLLECTORATE MASTER PLAN COMPLEX KOORAIKUNDU VILLAGE VIRUDHUNAGAR, Tamil Nadu, 626002",TN,25427.0,785870.0,11928.0,62728.0,145625.0
"Government Medical College, Washim, Government Medical College, Washim District womens Hospital building, Nalanda Nagar, Chikhali Road, Maharashtra, 444505",Maharashtra,21070.0,18359.0,505311.0,101553.0,135972.0
"Government Medical college, Ambernath, Survey No.128, Jambhulgaon Road, Ambernath West, District Thane, Maharashtra, 421505",Maharashtra,17837.0,15846.0,18031.0,79277.0,123743.0
"Government Medical college, Haridwar, Jagjeetpur Laksar road Haridwar, Uttarakhand, 249408",Uttarakhand,13189.0,9655.0,13416.0,64598.0,94118.0
"Government medical College, Namakkal, 353 MASTER PLAN COMPLEX SILUVAMPATTY NAMAKKAL, Tamil Nadu, 637003",TN,,10014.0,580976.0,65150.0,139759.0
"Government medical College, Thalarasingi village, Paderu, TALARASINGI VILLAGE,PADERU, ASR DISTRICT, Andhra Pradesh, 531024",Andhra Pradesh,24545.0,17923.0,20234.0,85153.0,139038.0
"Government of Medical College and Hospital, Balasore, Remuna, Balasore, 756019, Odisha, 756019",Odisha,13319.0,699953.0,13131.0,62738.0,138033.0
"Govt Medical College Badaun, Gunera Wazidpur Ujhani Road Badaun U.P. 243601",UP,13386.0,11575.0,12714.0,80494.0,98874.0
"Govt Medical College Baramati, Plot No P107 MIDC area Opposite Women Hospital Baramati Taluka Baramati District Pune, Maharashtra, 413133",Maharashtra,10774.0,9314.0,10290.0,46383.0,66674.0
"Govt Medical College Barmer Rajasthan, NH-15, JAISALMER ROAD, VILLAGE-JALIPA, BARMER, Rajasthan, 344001",Rajsthan,10691.0,8652.0,9907.0,60750.0,86623.0
"Govt Medical College Basti, RAMPUR TAHSIL SADAR BASTI BASTI, Uttar Pradesh, 272124",UP,14389.0,505697.0,626802.0,87577.0,96635.0
"Govt Medical College Faizabad , GANJA PARGANA- HAVELI AWADH, TAHSIL- SADAR AYODHYA (FAIZABAD), Uttar Pradesh, 224001",UP,13711.0,10015.0,12105.0,80008.0,94355.0
"Govt Medical College Firozabad, DAULATTAPUR JALESHAR ROAD NARKHI FIROZABAD, Uttar Pradesh, 283203",UP,12673.0,11125.0,12477.0,836913.0,1059319.0
"Govt Medical College Kannur, P.O Pariyaram Medical College, Kannur, Kerala 670503, Kerala, 670503",Kerala,18568.0,4510.0,4799.0,67550.0,114542.0
"Govt Medical College Nalgonda, OFFICE OF THE PRINCIPAL, GOVERNMENT MEDICAL COLLGEGE,GANDHAMVARI GUDEM,SLBC,SAGAR ROAD,NALGONDA,TELA, Telangana, 508004",Telangana,22783.0,617644.0,18976.0,97450.0,112609.0
"Govt Medical College Ratlam, Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",MP,13505.0,516382.0,11364.0,76775.0,94834.0
"Govt Medical College Shahdol, GRAM CHAMPA KUDRI ROAD NEAR NEW BUS STAND SHAHDOL MP, Madhya Pradesh, 484001",MP,628474.0,13507.0,13956.0,87702.0,99339.0
"Govt Medical College Vikarabad , ANANTHAGIRI HILLS VIKARABAD VIKARABAD DISTRICT TELANGANA 501101, Telangana, 501101",Telangana,24860.0,20420.0,20816.0,108627.0,126434.0
"Govt Medical College, Churu, Shekhawat Colony, Civil Lines Road,Churu, Rajasthan, 331001",Rajasthan,10889.0,7986.0,9043.0,62644.0,75129.0
"Govt Medical College, Dungarpur, VILLAGE- THANA DUNGARPUR, Rajasthan, 314001",Rajasthan,11255.0,508814.0,653213.0,63897.0,84813.0
"Govt Medical College, Ernakulam, HMT COLONY P O, KALAMASSERY, ERNAKULAM DISTRICT, Kerala, 683503",Kerala,893562.0,3969.0,4577.0,53765.0,111935.0
"Govt Medical College, Idukki, Principal, Govt Medical College Idukki, Idukki colony P.O.,Idukki District, Kerala, 685602",Kerala,22337.0,376372.0,6769.0,71598.0,122317.0
"Govt Medical College, Jogulamba, Gadwal, GMC Jogulamba Gadwal, Near Doulath peer Dargah, Doudharpally, Ring Road, Sangala Cheruvu, Gadwal Tow, Telangana, 509125",Telangana,,16584.0,20497.0,108752.0,141607.0
"Govt Medical College, Mulugu, Telangana, gmc.mulugu@gmail.com, Telangana, 506343",Telangana,23911.0,20167.0,20605.0,94550.0,108980.0
"Govt Medical College, Nagaur Bikaner Road, Nagaur, gmcnagaur@gmail.com, Rajasthan, 341001",Rajasthan,13310.0,8845.0,11595.0,64077.0,83897.0
"Govt Medical College, Palakkad, NH-544, EAST YAKKARA, KUNNATHURMEDU POST, PALAKKAD-678013, Kerala, 678013",Kerala,18882.0,5267.0,6038.0,72773.0,123605.0
"Govt Medical college Shivpuri, Near Katha Mill, Gwalior Bypass Highway, Shivpuri, Madhya Pradesh, 473638",MP,13188.0,11464.0,12501.0,78772.0,93136.0
"Govt institute of Medcial Sciences, GREATER NOIDA, GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR PRADESH, Uttar Pradesh, 201310",UP,5490.0,4401.0,4758.0,40690.0,75015.0
"Govt. Medical College Jayashankar Bhupalpally, Manzoor Nagar Road, Besides thousand quarters, Jayashankar, Bhupalpally, Telangana, 506169",Telangana,24587.0,20614.0,21036.0,108227.0,138176.0
"Govt. Medical College Karur, SANAPIRATTI VILLAGE NORTH GANDHIGRAMAM KARUR TAMILNADU, Tamil Nadu, 639004",TN,25251.0,839727.0,10029.0,63512.0,137328.0
"Govt. Medical College Rajanna Sircilla, GOVERNMENT MEDICAL COLLEGE NEAR KASTURBA GIRLS SCHOOL PEDDUR SIRCILLA DISTRICT RAJANNA SIRCILLA, Telangana, 505301",Telangana,21384.0,17968.0,19248.0,98635.0,63398.0
"Govt. Medical College and Hospital, Chandrapur, GOVT. MEDICAL COLLEGE CHANDRAPUR, RAM NAGAR, CHANDRAPUR, Maharashtra, 442401",Maharashtra,17316.0,406411.0,15666.0,91853.0,102566.0
"Govt. Medical College, Jammu, GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001, Jammu And Kashmir, 180001",J&K,10524.0,202684.0,9019.0,56573.0,48602.0
"Govt. Medical College, Kannauj, Tirwa Road, Kannauj, Uttar Pradesh, 209732",UP,12381.0,532373.0,9957.0,70270.0,90009.0
"Govt. Medical College, Khandwa, Luv-Kush Nagar,Mundi Road,Khandwa (M.P.), Madhya Pradesh, 450001",MP,13721.0,591532.0,826892.0,81676.0,97439.0
"Govt. Medical College, Kumuram Bheem Asifabad , Government Medical College Ankushapur District Kumuram Bheem Asifabad Telangana, Telangana, 504293",Telangana,22654.0,889755.0,20979.0,110389.0,140586.0
"Govt. Medical College, Sirohi (rajasthan), SIROHI SHIVGANJ HIGHWAY,NEAR AMBESHWAR ,VILLAGE- KOLAR, TEHSIL- SIVGANJ,DIST- SIROHI, Rajasthan, 307030",Rajasthan,11658.0,10476.0,11449.0,71492.0,85339.0
"Govt. Medical College, Srinagar, Administrative Block Government Medical College Karan Nagar Srinagar, Jammu And Kashmir, 190010",J&K,9681.0,2592.0,10134.0,65601.0,42022.0
"Govt. Medical College, Udhampur, Dhar Road near Sallain Tallab opp Head Post Office Udhampur, Jammu And Kashmir, 182101",J&K,15320.0,444121.0,801338.0,73037.0,96718.0
"Govt. Pudukkottai Medical College Hopt., Pudukkott, MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",TN,25257.0,11149.0,11457.0,63564.0,139163.0
"Govt. Sivgangai M. C. Sivagangai, MANAMADURAI MAIN ROAD, KEELA VANIYANKUDI, SIVAGANGAI, Tamil Nadu, 630561",TN,21550.0,848426.0,11634.0,63530.0,143700.0
"Graphic Era Institute Of Medical Science, Graphic Era Institute of Medical Sciences 16th Milestone Chakrata Road Dehradun Uttarakhand, Uttarakhand, 248007",Uttarakhand,,725378.0,,,
"Gulbarga Institute of Medical Sciences, Gulbarga, Gulbarga Institute of Medical Sciences, Veeresh Nagar, Sedam Road, Kalaburagi, Karnataka, 585105",Karnataka,1070971.0,10554.0,228047.0,82277.0,107916.0
"HASSAN INST. MEDICAL SCIENCES, HASSAN, K R PURAM, BEHIND DC OFFICE,HASSAN, Karnataka, 573201",Karnataka,16784.0,462877.0,11099.0,66273.0,81970.0
"Haveri Institute of Medical Sciences, Karnataka, Devagiri-Yellapura, Haveri-581110, Karnataka, 581110",Karnataka,22656.0,15509.0,16921.0,100011.0,126062.0
"Hinduhridayasamrat Balasaheb Thackeray Medical College and Dr. R. N. Cooper Municipal General Hospital, Maharashtra , JUHU, VILEPARLE WEST MUMBAI, Maharashtra, 400056",Maharashtra,394628.0,374630.0,6279.0,43828.0,87349.0
"INDIRA GANDHI GOVT.MEDICAL COLL., NAGPUR, MAYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR, Maharashtra, 440018",Maharashtra,7223.0,6168.0,8175.0,45726.0,84031.0
"INDIRA GANDHI MEDICAL COLL., SHIMLA, IGMC SHIMLA NEAR LAKKARBAZAR SHIMLA, Himachal Pradesh, 171001",HP,3786.0,2882.0,475538.0,26969.0,56136.0
"INST OF PG MED EDU & RESEARCH,KOLKATA, 244 AJC Bose Road, Kolkata, West Bengal, 700020",WB,4783.0,254596.0,269372.0,22844.0,74360.0
"INST.OF MED.SCIENCES, BHU,VARANASI, Institute of Medical Sciences, Banaras Hindu University, Uttar Pradesh, 211005",UP,268869.0,849622.0,232552.0,674805.0,26196.0
"IRT Perundurai Medical College, Perundurai, GOVERNMENT ERODE MEDICAL COLLEGE PERUNDURAI, PERUNDURAI SANATORIUM POST ERODE DISTRICT, Tamil Nadu, 638053",TN,23489.0,8412.0,9354.0,51725.0,105143.0
"Indira Gandhi Institute of Medical Sciences, Patna, RAZA BAZAR, SHEIKHPURA, PATNA, Bihar, 800014",Bihar,5477.0,4482.0,5180.0,48808.0,79981.0
"Indira Gandhi Medical College & RI, Puducherry, Vazhudavour Road, Kadirkamam, Puducherry, 605009",Puducherry,18099.0,542402.0,690647.0,62291.0,99309.0
